w0,w1,w2,n,p
an,advertisement,,1,1.931807205640877e-05
an,aesthetic,<s>,1,1.931807205640877e-05
an,affront,to,1,1.931807205640877e-05
an,age,where,1,1.931807205640877e-05
an,agreeable,colourless,1,1.931807205640877e-05
an,air,of,1,1.931807205640877e-05
an,airedale,<s>,1,1.931807205640877e-05
an,airedale,concerned,1,1.931807205640877e-05
an,aluminium,putter,1,1.931807205640877e-05
an,ambitious,young,1,1.931807205640877e-05
an,amusement,park,1,1.931807205640877e-05
an,angry,diamond,1,1.931807205640877e-05
an,apology,for,1,1.931807205640877e-05
an,appropriate,reply,1,1.931807205640877e-05
an,arm,of,1,1.931807205640877e-05
an,arrangement,of,1,1.931807205640877e-05
an,attempt,to,2,3.863614411281754e-05
an,authentic,look,1,1.931807205640877e-05
an,autumn,flavour,1,1.931807205640877e-05
an,autumn,leaf,1,1.931807205640877e-05
an,awed,expression,1,1.931807205640877e-05
an,awed,hush,1,1.931807205640877e-05
an,awed,pride,1,1.931807205640877e-05
an,awkward,unpleasant,1,1.931807205640877e-05
an,axe,<s>,1,1.931807205640877e-05
an,easier,surer,1,1.931807205640877e-05
an,ecstatic,patron,1,1.931807205640877e-05
an,ectoplasm,on,1,1.931807205640877e-05
an,effort,<s>,3,5.795421616922631e-05
an,effort,he,1,1.931807205640877e-05
an,effort,her,1,1.931807205640877e-05
an,effort,i,1,1.931807205640877e-05
an,effort,she,1,1.931807205640877e-05
an,effort,wilson,1,1.931807205640877e-05
an,elaborate,afternoon,1,1.931807205640877e-05
an,elderly,man,1,1.931807205640877e-05
an,elevator,boy,1,1.931807205640877e-05
an,embarrassed,slightly,1,1.931807205640877e-05
an,emotion,<s>,1,1.931807205640877e-05
an,enchanted,life,1,1.931807205640877e-05
an,end,in,1,1.931807205640877e-05
an,endless,drill,1,1.931807205640877e-05
an,enormous,<s>,1,1.931807205640877e-05
an,enormous,couch,1,1.931807205640877e-05
an,epigramlife,is,1,1.931807205640877e-05
an,erect,carriage,1,1.931807205640877e-05
an,evening,dress,1,1.931807205640877e-05
an,evening,was,1,1.931807205640877e-05
an,exasperated,central,1,1.931807205640877e-05
an,excitement,<s>,1,1.931807205640877e-05
an,excuse,at,1,1.931807205640877e-05
an,expression,i,1,1.931807205640877e-05
an,expression,of,1,1.931807205640877e-05
an,extra,<s>,1,1.931807205640877e-05
an,extraordinary,gift,1,1.931807205640877e-05
an,honest,,1,1.931807205640877e-05
an,hour,,1,1.931807205640877e-05
an,hour,<s>,11,0.00021249879262049648
an,hour,after,1,1.931807205640877e-05
an,hour,ago,3,5.795421616922631e-05
an,hour,and,1,1.931807205640877e-05
an,hour,before,1,1.931807205640877e-05
an,hour,beforeand,2,3.863614411281754e-05
an,hour,ferdie,1,1.931807205640877e-05
an,hour,if,1,1.931807205640877e-05
an,hour,later,2,3.863614411281754e-05
an,hour,old,1,1.931807205640877e-05
an,hour,the,1,1.931807205640877e-05
an,idea,that,1,1.931807205640877e-05
an,imaginary,noun,1,1.931807205640877e-05
an,immediate,<s>,1,1.931807205640877e-05
an,immediately,perceptible,1,1.931807205640877e-05
an,impassioned,conversation,1,1.931807205640877e-05
an,impenetrable,<s>,1,1.931807205640877e-05
an,impersonal,government,1,1.931807205640877e-05
an,important,looking,1,1.931807205640877e-05
an,incessant,clicking,1,1.931807205640877e-05
an,inconceivable,pitch,1,1.931807205640877e-05
an,indefinable,expression,1,1.931807205640877e-05
an,indefinite,procession,1,1.931807205640877e-05
an,indeterminate,breed,1,1.931807205640877e-05
an,indiscreet,voice,1,1.931807205640877e-05
an,inexplicable,<s>,1,1.931807205640877e-05
an,infinite,number,1,1.931807205640877e-05
an,infinitesimal,hesitation,1,1.931807205640877e-05
an,inky,colour,1,1.931807205640877e-05
an,instant,and,1,1.931807205640877e-05
an,instant,that,1,1.931807205640877e-05
an,instants,hesitation,1,1.931807205640877e-05
an,instinct,toward,1,1.931807205640877e-05
an,interested,way,2,3.863614411281754e-05
an,interior,door,1,1.931807205640877e-05
an,intimate,revelation,1,1.931807205640877e-05
an,introduction,<s>,1,1.931807205640877e-05
an,invisible,but,1,1.931807205640877e-05
an,invisible,track,1,1.931807205640877e-05
an,invitation,<s>,1,1.931807205640877e-05
an,irrelevant,criticism,1,1.931807205640877e-05
an,irresistible,impulse,1,1.931807205640877e-05
an,irresistible,prejudice,1,1.931807205640877e-05
an,obscene,word,1,1.931807205640877e-05
an,obstetrical,conversation,1,1.931807205640877e-05
an,obviously,frightened,1,1.931807205640877e-05
an,octave,lower,1,1.931807205640877e-05
an,oculist,set,1,1.931807205640877e-05
an,office,wiping,1,1.931807205640877e-05
an,oggsford,man,1,1.931807205640877e-05
an,old,<s>,1,1.931807205640877e-05
an,old,clock,1,1.931807205640877e-05
an,old,dodge,1,1.931807205640877e-05
an,old,timetable,1,1.931807205640877e-05
an,omnibus,bearing,1,1.931807205640877e-05
an,opportunity,they,1,1.931807205640877e-05
an,original,settler,1,1.931807205640877e-05
an,outlet,for,1,1.931807205640877e-05
an,over,wound,1,1.931807205640877e-05
an,oxford,man,6,0.00011590843233845262
an,the,one,1,1.931807205640877e-05
an,unaffected,scorn,1,1.931807205640877e-05
an,unbroken,series,1,1.931807205640877e-05
an,unexpected,way,1,1.931807205640877e-05
an,unfamiliar,<s>,1,1.931807205640877e-05
an,unfamiliar,sky,1,1.931807205640877e-05
an,unmistakable,air,1,1.931807205640877e-05
an,unpleasantness,in,1,1.931807205640877e-05
an,unrestrained,huh,1,1.931807205640877e-05
an,upper,window,1,1.931807205640877e-05
an,urban,distaste,1,1.931807205640877e-05
an,utterly,abandoned,1,1.931807205640877e-05
anaemic,and,<s>,1,1.931807205640877e-05
ancestors,have,been,1,1.931807205640877e-05
ancestral,home,three,1,1.931807205640877e-05
anchor,in,the,1,1.931807205640877e-05
anchor,over,the,1,1.931807205640877e-05
anchored,balloon,<s>,1,1.931807205640877e-05
and,,<s>,6,0.00011590843233845262
and,<s>,<s>,134,0.0025886216555587754
and,a,<s>,4,7.727228822563508e-05
and,a,bath,2,3.863614411281754e-05
and,a,bright,1,1.931807205640877e-05
and,a,certain,1,1.931807205640877e-05
and,a,collar,1,1.931807205640877e-05
and,a,complexion,1,1.931807205640877e-05
and,a,cup,1,1.931807205640877e-05
and,a,few,1,1.931807205640877e-05
and,a,finnish,1,1.931807205640877e-05
and,a,frantic,1,1.931807205640877e-05
and,a,girl,1,1.931807205640877e-05
and,a,grey,1,1.931807205640877e-05
and,a,letter,1,1.931807205640877e-05
and,a,little,6,0.00011590843233845262
and,a,lustreless,1,1.931807205640877e-05
and,a,man,1,1.931807205640877e-05
and,a,marble,1,1.931807205640877e-05
and,a,notorious,1,1.931807205640877e-05
and,a,pair,1,1.931807205640877e-05
and,a,perfect,1,1.931807205640877e-05
and,a,persistent,1,1.931807205640877e-05
and,a,piece,1,1.931807205640877e-05
and,a,policeman,1,1.931807205640877e-05
and,a,prince,1,1.931807205640877e-05
and,a,rowdy,1,1.931807205640877e-05
and,a,salmon,1,1.931807205640877e-05
and,a,small,1,1.931807205640877e-05
and,a,snub,1,1.931807205640877e-05
and,a,strained,1,1.931807205640877e-05
and,a,wave,1,1.931807205640877e-05
and,a,week,1,1.931807205640877e-05
and,a,whole,1,1.931807205640877e-05
and,a,wreath,1,1.931807205640877e-05
and,about,four,1,1.931807205640877e-05
and,abruptly,<s>,1,1.931807205640877e-05
and,added,<s>,1,1.931807205640877e-05
and,added,to,1,1.931807205640877e-05
and,addressinside,of,1,1.931807205640877e-05
and,after,a,1,1.931807205640877e-05
and,after,an,1,1.931807205640877e-05
and,after,boasting,1,1.931807205640877e-05
and,after,staring,1,1.931807205640877e-05
and,after,that,1,1.931807205640877e-05
and,after,various,1,1.931807205640877e-05
and,all,<s>,1,1.931807205640877e-05
and,all,day,1,1.931807205640877e-05
and,all,i,1,1.931807205640877e-05
and,all,of,1,1.931807205640877e-05
and,all,talking,1,1.931807205640877e-05
and,all,that,1,1.931807205640877e-05
and,all,the,1,1.931807205640877e-05
and,alone,<s>,2,3.863614411281754e-05
and,already,crumbling,1,1.931807205640877e-05
and,already,the,1,1.931807205640877e-05
and,also,made,1,1.931807205640877e-05
and,am,completely,1,1.931807205640877e-05
and,an,adams,1,1.931807205640877e-05
and,an,indefinable,1,1.931807205640877e-05
and,another,was,1,1.931807205640877e-05
and,answer,my,1,1.931807205640877e-05
and,anybody,would,1,1.931807205640877e-05
and,apple,green,1,1.931807205640877e-05
and,ardita,fitz,1,1.931807205640877e-05
and,are,dressing,1,1.931807205640877e-05
and,art,and,1,1.931807205640877e-05
and,arthur,mccarty,1,1.931807205640877e-05
and,as,daisy,1,1.931807205640877e-05
and,as,for,1,1.931807205640877e-05
and,as,he,1,1.931807205640877e-05
and,as,i,2,3.863614411281754e-05
and,as,she,2,3.863614411281754e-05
and,as,the,2,3.863614411281754e-05
and,as,we,3,5.795421616922631e-05
and,ask,him,1,1.931807205640877e-05
and,asked,for,1,1.931807205640877e-05
and,asked,her,1,1.931807205640877e-05
and,asked,him,2,3.863614411281754e-05
and,asked,if,1,1.931807205640877e-05
and,asked,the,1,1.931807205640877e-05
and,associated,traction,1,1.931807205640877e-05
and,assumed,to,1,1.931807205640877e-05
and,assured,you,1,1.931807205640877e-05
and,astounding,<s>,1,1.931807205640877e-05
and,at,a,1,1.931807205640877e-05
and,at,any,1,1.931807205640877e-05
and,at,first,1,1.931807205640877e-05
and,at,his,1,1.931807205640877e-05
and,at,jordan,1,1.931807205640877e-05
and,at,the,1,1.931807205640877e-05
and,attach,itself,1,1.931807205640877e-05
and,attempting,from,1,1.931807205640877e-05
and,aware,of,1,1.931807205640877e-05
and,back,<s>,1,1.931807205640877e-05
and,bare,<s>,1,1.931807205640877e-05
and,bathrooms,with,1,1.931807205640877e-05
and,be,married,1,1.931807205640877e-05
and,be,reassured,1,1.931807205640877e-05
and,beat,me,1,1.931807205640877e-05
and,because,it,1,1.931807205640877e-05
and,become,<s>,1,1.931807205640877e-05
and,bed,<s>,1,1.931807205640877e-05
and,began,frowning,1,1.931807205640877e-05
and,began,throwing,1,1.931807205640877e-05
and,began,to,8,0.00015454457645127016
and,began,wiping,1,1.931807205640877e-05
and,began,wrapping,1,1.931807205640877e-05
and,begins,to,1,1.931807205640877e-05
and,beluga,the,1,1.931807205640877e-05
and,beside,her,1,1.931807205640877e-05
and,blinding,signs,1,1.931807205640877e-05
and,blue,<s>,1,1.931807205640877e-05
and,blue,banners,1,1.931807205640877e-05
and,both,wives,1,1.931807205640877e-05
and,bought,me,1,1.931807205640877e-05
and,braided,<s>,1,1.931807205640877e-05
and,break,him,1,1.931807205640877e-05
and,breathing,and,1,1.931807205640877e-05
and,brick,walks,1,1.931807205640877e-05
and,burning,gardensfinally,1,1.931807205640877e-05
and,bustle,among,1,1.931807205640877e-05
and,buy,<s>,1,1.931807205640877e-05
and,by,more,1,1.931807205640877e-05
and,by,the,2,3.863614411281754e-05
and,cakes,a,1,1.931807205640877e-05
and,came,back,1,1.931807205640877e-05
and,came,down,1,1.931807205640877e-05
and,came,forward,1,1.931807205640877e-05
and,came,in,1,1.931807205640877e-05
and,came,out,1,1.931807205640877e-05
and,came,toward,1,1.931807205640877e-05
and,cannot,get,1,1.931807205640877e-05
and,car,were,1,1.931807205640877e-05
and,carefully,on,1,1.931807205640877e-05
and,casual,<s>,1,1.931807205640877e-05
and,casually,put,1,1.931807205640877e-05
and,catherine,scolding,1,1.931807205640877e-05
and,caught,it,1,1.931807205640877e-05
and,cecil,roebuck,1,1.931807205640877e-05
and,champagne,was,1,1.931807205640877e-05
and,circumstance,than,1,1.931807205640877e-05
and,closed,<s>,1,1.931807205640877e-05
and,closed,the,1,1.931807205640877e-05
and,closing,of,1,1.931807205640877e-05
and,clubs,and,1,1.931807205640877e-05
and,clyde,cohen,1,1.931807205640877e-05
and,coffee,<s>,1,1.931807205640877e-05
and,colour,under,1,1.931807205640877e-05
and,come,east,1,1.931807205640877e-05
and,come,into,1,1.931807205640877e-05
and,comes,to,1,1.931807205640877e-05
and,confused,by,1,1.931807205640877e-05
and,consoling,as,1,1.931807205640877e-05
and,contiguous,to,1,1.931807205640877e-05
and,continued,on,1,1.931807205640877e-05
and,convinced,that,1,1.931807205640877e-05
and,cooked,breakfast,1,1.931807205640877e-05
and,cool,,1,1.931807205640877e-05
and,cool,<s>,1,1.931807205640877e-05
and,cool,than,1,1.931807205640877e-05
and,corpulent,person,1,1.931807205640877e-05
and,correction,in,1,1.931807205640877e-05
and,covered,her,1,1.931807205640877e-05
and,covered,over,1,1.931807205640877e-05
and,covered,the,1,1.931807205640877e-05
and,creatures,and,1,1.931807205640877e-05
and,credit,and,1,1.931807205640877e-05
and,cried,<s>,1,1.931807205640877e-05
and,cried,into,1,1.931807205640877e-05
and,cried,like,1,1.931807205640877e-05
and,cried,to,1,1.931807205640877e-05
and,crushed,flowers,1,1.931807205640877e-05
and,daisy,<s>,1,1.931807205640877e-05
and,daisy,ought,1,1.931807205640877e-05
and,daisy,stared,1,1.931807205640877e-05
and,daisy,to,1,1.931807205640877e-05
and,daisy,was,1,1.931807205640877e-05
and,daisy,were,2,3.863614411281754e-05
and,daisythey,smashed,1,1.931807205640877e-05
and,day,<s>,1,1.931807205640877e-05
and,demanded,to,1,1.931807205640877e-05
and,denied,so,1,1.931807205640877e-05
and,despising,the,1,1.931807205640877e-05
and,didnt,know,1,1.931807205640877e-05
and,didnt,move,1,1.931807205640877e-05
and,dirty,<s>,1,1.931807205640877e-05
and,disappeared,into,1,1.931807205640877e-05
and,discarded,favours,1,1.931807205640877e-05
and,discuss,your,1,1.931807205640877e-05
and,dismayed,,1,1.931807205640877e-05
and,disordered,since,1,1.931807205640877e-05
and,do,you,1,1.931807205640877e-05
and,doctor,webster,1,1.931807205640877e-05
and,doesnt,know,1,1.931807205640877e-05
and,don,<s>,1,1.931807205640877e-05
and,done,everything,1,1.931807205640877e-05
and,dont,<s>,1,1.931807205640877e-05
and,down,,1,1.931807205640877e-05
and,down,a,1,1.931807205640877e-05
and,down,excitedly,1,1.931807205640877e-05
and,down,her,1,1.931807205640877e-05
and,down,his,1,1.931807205640877e-05
and,down,the,2,3.863614411281754e-05
and,down,upon,1,1.931807205640877e-05
and,down,with,1,1.931807205640877e-05
and,drank,a,1,1.931807205640877e-05
and,draw,a,1,1.931807205640877e-05
and,dressing,gowns,1,1.931807205640877e-05
and,drew,her,1,1.931807205640877e-05
and,drove,away,1,1.931807205640877e-05
and,drove,her,1,1.931807205640877e-05
and,drowsing,asleep,1,1.931807205640877e-05
and,drunk,a,1,1.931807205640877e-05
and,dry,<s>,1,1.931807205640877e-05
and,duck,<s>,1,1.931807205640877e-05
and,during,the,1,1.931807205640877e-05
and,each,change,1,1.931807205640877e-05
and,echoes,of,1,1.931807205640877e-05
and,eckhaust,and,1,1.931807205640877e-05
and,ed,legros,1,1.931807205640877e-05
and,eddies,<s>,1,1.931807205640877e-05
and,edgar,beaver,1,1.931807205640877e-05
and,enough,coloured,1,1.931807205640877e-05
and,entered,by,1,1.931807205640877e-05
and,enthusiastic,<s>,1,1.931807205640877e-05
and,ernest,lillythey,1,1.931807205640877e-05
and,even,<s>,1,1.931807205640877e-05
and,even,more,1,1.931807205640877e-05
and,even,while,1,1.931807205640877e-05
and,ever,since,1,1.931807205640877e-05
and,every,<s>,1,1.931807205640877e-05
and,every,allied,1,1.931807205640877e-05
and,every,vestige,1,1.931807205640877e-05
and,everybody,ought,1,1.931807205640877e-05
and,everyone,<s>,1,1.931807205640877e-05
and,everyone,knew,1,1.931807205640877e-05
and,everyone,looked,1,1.931807205640877e-05
and,everything,<s>,2,3.863614411281754e-05
and,exalted,from,1,1.931807205640877e-05
and,examined,jordan,1,1.931807205640877e-05
and,excited,young,1,1.931807205640877e-05
and,excitement,was,1,1.931807205640877e-05
and,faced,him,1,1.931807205640877e-05
and,faint,orange,1,1.931807205640877e-05
and,faintly,stout,1,1.931807205640877e-05
and,fall,<s>,1,1.931807205640877e-05
and,family,institutions,1,1.931807205640877e-05
and,fantastic,conceits,1,1.931807205640877e-05
and,far,as,1,1.931807205640877e-05
and,far,away,2,3.863614411281754e-05
and,feel,his,1,1.931807205640877e-05
and,fell,in,1,1.931807205640877e-05
and,fell,to,1,1.931807205640877e-05
and,felt,it,1,1.931807205640877e-05
and,felt,over,1,1.931807205640877e-05
and,fifty,thousand,1,1.931807205640877e-05
and,filled,the,1,1.931807205640877e-05
and,finally,by,1,1.931807205640877e-05
and,finally,said,1,1.931807205640877e-05
and,finally,with,1,1.931807205640877e-05
and,find,<s>,1,1.931807205640877e-05
and,fine,flannel,1,1.931807205640877e-05
and,first,thing,1,1.931807205640877e-05
and,flipped,up,1,1.931807205640877e-05
and,floating,in,1,1.931807205640877e-05
and,floating,rounds,1,1.931807205640877e-05
and,flowers,<s>,1,1.931807205640877e-05
and,fluttering,as,1,1.931807205640877e-05
and,following,the,1,1.931807205640877e-05
and,for,a,2,3.863614411281754e-05
and,forever,wed,1,1.931807205640877e-05
and,form,in,1,1.931807205640877e-05
and,forth,and,1,1.931807205640877e-05
and,forth,on,1,1.931807205640877e-05
and,forth,slowly,1,1.931807205640877e-05
and,found,<s>,1,1.931807205640877e-05
and,found,george,1,1.931807205640877e-05
and,found,her,2,3.863614411281754e-05
and,found,it,1,1.931807205640877e-05
and,found,that,1,1.931807205640877e-05
and,francis,bull,1,1.931807205640877e-05
and,friendly,<s>,1,1.931807205640877e-05
and,from,the,2,3.863614411281754e-05
and,from,this,1,1.931807205640877e-05
and,from,time,1,1.931807205640877e-05
and,full,of,1,1.931807205640877e-05
and,further,into,1,1.931807205640877e-05
and,g,<s>,1,1.931807205640877e-05
and,garden,<s>,1,1.931807205640877e-05
and,garden,shears,1,1.931807205640877e-05
and,gatsby,any,1,1.931807205640877e-05
and,gatsby,came,1,1.931807205640877e-05
and,gatsby,daisy,1,1.931807205640877e-05
and,gatsby,danced,1,1.931807205640877e-05
and,gatsby,in,1,1.931807205640877e-05
and,gatsby,insisted,1,1.931807205640877e-05
and,gatsby,over,1,1.931807205640877e-05
and,gatsby,stepped,1,1.931807205640877e-05
and,gatsby,took,1,1.931807205640877e-05
and,gatsby,was,2,3.863614411281754e-05
and,gave,ear,1,1.931807205640877e-05
and,gave,him,1,1.931807205640877e-05
and,gave,out,1,1.931807205640877e-05
and,gay,than,1,1.931807205640877e-05
and,gazed,around,1,1.931807205640877e-05
and,gazed,hollow,1,1.931807205640877e-05
and,gentlemen,,1,1.931807205640877e-05
and,george,<s>,1,1.931807205640877e-05
and,get,<s>,1,1.931807205640877e-05
and,get,a,1,1.931807205640877e-05
and,get,married,1,1.931807205640877e-05
and,ghostly,birds,1,1.931807205640877e-05
and,girls,came,1,1.931807205640877e-05
and,give,em,1,1.931807205640877e-05
and,given,her,1,1.931807205640877e-05
and,given,this,1,1.931807205640877e-05
and,glamour,in,1,1.931807205640877e-05
and,gleaming,white,1,1.931807205640877e-05
and,go,over,1,1.931807205640877e-05
and,go,seek,1,1.931807205640877e-05
and,gobut,<s>,1,1.931807205640877e-05
and,going,<s>,1,1.931807205640877e-05
and,gold,coloured,1,1.931807205640877e-05
