,term_str,pos_max,count,n,num,stop,stem_porter,stem_snowball,stem_lancaster
1929,faint,NN,8,8,0,0,faint,faint,faint
1930,fainted,VBD,2,3,0,0,faint,faint,faint
1931,faintest,JJS,1,1,0,0,faintest,faintest,faintest
1932,faintly,RB,10,10,0,0,faintli,faint,faint
1933,fair,NNP,1,1,0,0,fair,fair,fair
1934,fairy,NN,1,1,0,0,fairi,fairi,fairy
1935,faith,NN,2,2,0,0,faith,faith,fai
1936,faithful,JJ,1,1,0,0,faith,faith,faith
1937,fall,NN,3,6,0,0,fall,fall,fal
1938,fallen,VBN,3,3,0,0,fallen,fallen,fal
1939,falling,VBG,3,3,0,0,fall,fall,fal
1940,falls,VBZ,1,1,0,0,fall,fall,fal
1941,fallsbut,NN,1,1,0,0,fallsbut,fallsbut,fallsbut
1942,false,JJ,1,1,0,0,fals,fals,fals
1943,familiar,JJ,7,7,0,0,familiar,familiar,famili
1944,familiarit,JJ,1,1,0,0,familiarit,familiarit,familiarit
1945,familiarits,NNS,1,1,0,0,familiarit,familiarit,familiarit
1946,familiarity,NN,1,1,0,0,familiar,familiar,famili
1947,family,NN,14,14,0,0,famili,famili,famy
1948,familyhe,NNP,1,1,0,0,familyh,familyh,familyh
1949,famous,JJ,3,3,0,0,famou,famous,fam
1950,fancies,NNS,1,1,0,0,fanci,fanci,fant
1951,fans,NNS,1,1,0,0,fan,fan,fan
1952,fantastic,JJ,7,7,0,0,fantast,fantast,fantast
1953,far,RB,18,18,0,0,far,far,far
1954,fare,NN,1,1,0,0,fare,fare,far
1955,farewell,NN,1,1,0,0,farewel,farewel,farewel
1956,farm,NN,2,2,0,0,farm,farm,farm
1957,farther,JJR,2,2,0,0,farther,farther,farth
1958,fascinated,VBN,1,2,0,0,fascin,fascin,fascin
1959,fascination,NN,1,1,0,0,fascin,fascin,fascin
1960,fashion,NN,1,1,0,0,fashion,fashion,fash
1961,fashionable,JJ,2,2,0,0,fashion,fashion,fash
1962,fashionably,RB,2,2,0,0,fashion,fashion,fash
1963,fast,JJ,2,3,0,0,fast,fast,fast
1964,fastened,VBN,1,1,0,0,fasten,fasten,fast
1965,faster,RBR,2,3,0,0,faster,faster,fast
1966,fate,NN,1,1,0,0,fate,fate,fat
1967,father,NN,7,10,0,0,father,father,fath
1968,fatten,VB,1,1,0,0,fatten,fatten,fat
1969,fault,NN,2,2,0,0,fault,fault,fault
1970,faultgatsby,NN,1,1,0,0,faultgatsbi,faultgatsbi,faultgatsby
1971,faustina,NNP,1,1,0,0,faustina,faustina,faustin
1972,favour,NN,2,2,0,0,favour,favour,favo
1973,favours,NNS,1,1,0,0,favour,favour,favo
1974,fay,NNP,1,1,0,0,fay,fay,fay
1975,façade,NN,1,1,0,0,façad,façad,façad
1976,feather,NN,1,1,0,0,feather,feather,feath
1977,features,NNS,1,1,0,0,featur,featur,feat
1978,february,NNP,1,1,0,0,februari,februari,febru
1979,feebly,RB,1,1,0,0,feebli,feebli,feebl
1980,feel,VB,5,10,0,0,feel,feel,feel
1981,feeling,VBG,5,9,0,0,feel,feel,feel
1982,feet,NNS,23,23,0,0,feet,feet,feet
1983,feigned,VBN,1,1,0,0,feign,feign,feign
1984,fell,VBD,17,17,0,0,fell,fell,fel
1985,fella,NN,2,2,0,0,fella,fella,fell
1986,fellas,NNS,2,2,0,0,fella,fella,fella
1987,fellow,NN,6,7,0,0,fellow,fellow,fellow
1988,felt,VBD,20,24,0,0,felt,felt,felt
1989,female,JJ,1,1,0,0,femal,femal,fem
1990,feminine,JJ,1,1,0,0,feminin,feminin,feminin
1991,fence,NN,1,1,0,0,fenc,fenc,fent
1992,fender,NN,2,2,0,0,fender,fender,fend
1993,fenders,NNS,1,1,0,0,fender,fender,fend
1994,ferdie,NNP,2,2,0,0,ferdi,ferdi,ferdy
1995,ferocious,JJ,2,2,0,0,feroci,feroci,ferocy
1996,ferociously,RB,1,1,0,0,feroci,feroci,ferocy
1997,ferret,NNP,2,2,0,0,ferret,ferret,ferret
1998,ferryboat,NN,1,1,0,0,ferryboat,ferryboat,ferrybo
1999,fervent,NN,1,1,0,0,fervent,fervent,ferv
2000,feudal,JJ,1,1,0,0,feudal,feudal,feud
2001,fever,NN,1,1,0,0,fever,fever,fev
2002,feverish,JJ,1,1,0,0,feverish,feverish,fev
2003,few,JJ,25,25,0,1,few,few,few
2004,ff,NN,1,1,0,0,ff,ff,ff
2005,fiancée,NN,1,1,0,0,fiancé,fiancé,fiancé
2006,fields,NNS,3,3,0,0,field,field,field
2007,fiercely,RB,1,1,0,0,fierc,fierc,fierc
2008,fifteen,JJ,2,2,0,0,fifteen,fifteen,fifteen
2009,fifth,NNP,3,4,0,0,fifth,fifth,fif
2010,fifties,NNPS,1,1,0,0,fifti,fifti,fifty
2011,fiftieth,NNP,1,1,0,0,fiftieth,fiftieth,fiftie
2012,fifty,JJ,6,8,0,0,fifti,fifti,fifty
2013,fiftyninth,NNP,1,1,0,0,fiftyninth,fiftyninth,fiftynin
2014,fiftyone,NN,1,1,0,0,fiftyon,fiftyon,fiftyon
2015,fight,NN,2,3,0,0,fight,fight,fight
2016,fights,NNS,1,1,0,0,fight,fight,fight
2017,figure,NN,6,6,0,0,figur,figur,fig
2018,figured,VBN,1,1,0,0,figur,figur,fig
2019,figures,VBZ,1,2,0,0,figur,figur,fig
2020,fill,VB,1,1,0,0,fill,fill,fil
2021,filled,VBD,4,8,0,0,fill,fill,fil
2022,filling,VBG,1,1,0,0,fill,fill,fil
2023,films,NNP,1,1,0,0,film,film,film
2024,final,JJ,2,2,0,0,final,final,fin
2025,finally,RB,12,12,0,0,final,final,fin
2026,finals,NNS,1,1,0,0,final,final,fin
2027,finance,VB,1,1,0,0,financ,financ,fin
2028,find,VB,13,17,0,0,find,find,find
2029,finding,VBG,6,6,0,0,find,find,find
2030,fine,JJ,6,10,0,0,fine,fine,fin
2031,fineappearing,JJ,1,1,0,0,fineappear,fineappear,fineappear
2032,finest,NNP,1,1,0,0,finest,finest,finest
2033,finger,NN,2,2,0,0,finger,finger,fing
2034,fingerbowls,NN,1,2,0,0,fingerbowl,fingerbowl,fingerbowl
2035,fingerless,RB,1,1,0,0,fingerless,fingerless,fingerless
2036,fingers,NNS,11,11,0,0,finger,finger,fing
2037,finished,VBN,2,3,0,0,finish,finish,fin
2038,finn,NNP,4,4,0,0,finn,finn,fin
2039,finnish,JJ,3,3,0,0,finnish,finnish,fin
2040,fire,NN,4,4,0,0,fire,fire,fir
2041,fired,VBD,1,1,0,0,fire,fire,fir
2042,fireplace,NN,1,1,0,0,fireplac,fireplac,fireplac
2043,firm,NN,2,2,0,0,firm,firm,firm
2044,firmly,RB,2,2,0,0,firmli,firm,firm
2045,firmness,NN,1,1,0,0,firm,firm,firm
2046,first,JJ,40,55,0,0,first,first,first
2047,fish,NN,1,1,0,0,fish,fish,fish
2048,fishguards,NNS,1,1,0,0,fishguard,fishguard,fishguard
2049,fishing,NN,1,1,0,0,fish,fish,fish
2050,fists,NNS,1,1,0,0,fist,fist,fist
2051,fit,NN,1,1,0,0,fit,fit,fit
2052,fitzpeters,NNP,1,1,0,0,fitzpet,fitzpet,fitzpet
2053,five,CD,32,32,0,0,five,five,fiv
2054,fivepiece,JJ,1,1,0,0,fivepiec,fivepiec,fivepiec
2055,fix,VB,1,1,0,0,fix,fix,fix
2056,fixed,VBD,2,4,0,0,fix,fix,fix
2057,fixing,VBG,1,1,0,0,fix,fix,fix
2058,flabby,NN,1,1,0,0,flabbi,flabbi,flabby
2059,flags,NNS,1,1,0,0,flag,flag,flag
2060,flaming,VBG,1,1,0,0,flame,flame,flam
2061,flank,VB,1,1,0,0,flank,flank,flank
2062,flannel,NN,2,2,0,0,flannel,flannel,flannel
2063,flannels,NNS,1,1,0,0,flannel,flannel,flannel
2064,flap,NN,1,1,0,0,flap,flap,flap
2065,flash,NN,1,1,0,0,flash,flash,flash
2066,flashed,VBN,3,3,0,0,flash,flash,flash
2067,flashing,VBG,2,2,0,0,flash,flash,flash
2068,flask,NN,1,1,0,0,flask,flask,flask
2069,flat,JJ,5,6,0,0,flat,flat,flat
2070,flatfooted,JJ,1,1,0,0,flatfoot,flatfoot,flatfoot
2071,flatnosed,JJ,1,1,0,0,flatnos,flatnos,flatnos
2072,flattered,VBN,3,3,0,0,flatter,flatter,flat
2073,flavour,NN,1,1,0,0,flavour,flavour,flavo
2074,flavoured,VBD,1,1,0,0,flavour,flavour,flavo
2075,flesh,NN,1,1,0,0,flesh,flesh,flesh
2076,flicked,VBD,1,1,0,0,flick,flick,flick
2077,flicker,NN,2,2,0,0,flicker,flicker,flick
2078,flickered,VBN,1,1,0,0,flicker,flicker,flick
2079,flight,NN,2,2,0,0,flight,flight,flight
2080,flinched,VBD,1,1,0,0,flinch,flinch,flinch
2081,flink,NNP,1,1,0,0,flink,flink,flink
2082,flipped,VBD,3,3,0,0,flip,flip,flip
2083,flirtation,NN,1,1,0,0,flirtat,flirtat,flirt
2084,floated,VBN,4,6,0,0,float,float,flo
2085,floating,VBG,2,2,0,0,float,float,flo
2086,flock,NN,1,1,0,0,flock,flock,flock
2087,flood,NN,1,1,0,0,flood,flood,flood
2088,floor,NN,14,14,0,0,floor,floor,flo
2089,floora,NN,1,1,0,0,floora,floora,floor
2090,florid,JJ,2,2,0,0,florid,florid,florid
2091,flounced,VBD,1,1,0,0,flounc,flounc,flount
2092,flow,NN,2,3,0,0,flow,flow,flow
2093,flowed,VBD,1,1,0,0,flow,flow,flow
2094,flower,NN,2,2,0,0,flower,flower,flow
2095,flowered,VBN,1,2,0,0,flower,flower,flow
2096,flowerlike,JJ,1,1,0,0,flowerlik,flowerlik,flowerlik
2097,flowers,NNS,7,7,0,0,flower,flower,flow
2098,flowersbut,NN,1,1,0,0,flowersbut,flowersbut,flowersbut
2099,fluctuate,VB,1,1,0,0,fluctuat,fluctuat,fluctu
2100,fluctuating,NN,1,1,0,0,fluctuat,fluctuat,fluctu
2101,fluently,RB,1,1,0,0,fluentli,fluentli,flu
2102,flung,NN,1,1,0,0,flung,flung,flung
2103,flurry,NN,1,1,0,0,flurri,flurri,flurry
2104,flush,JJ,1,1,0,0,flush,flush,flush
2105,flushed,VBN,2,4,0,0,flush,flush,flush
2106,flushing,NNP,2,2,0,0,flush,flush,flush
2107,flutter,NN,2,2,0,0,flutter,flutter,flut
2108,fluttered,VBN,1,1,0,0,flutter,flutter,flut
2109,fluttering,NN,1,1,0,0,flutter,flutter,flut
2110,fly,VBP,1,1,0,0,fli,fli,fly
2111,flyleaf,NN,1,1,0,0,flyleaf,flyleaf,flyleaf
2112,foam,NN,1,1,0,0,foam,foam,foam
2113,foamy,JJ,1,1,0,0,foami,foami,foamy
2114,foghorn,NN,1,1,0,0,foghorn,foghorn,foghorn
2115,foldingchair,NN,1,1,0,0,foldingchair,foldingchair,foldingchair
2116,folds,NNS,3,3,0,0,fold,fold,fold
2117,foliage,NN,1,1,0,0,foliag,foliag,foly
2118,follies,NNS,1,1,0,0,folli,folli,fol
2119,follow,VBP,2,4,0,0,follow,follow,follow
2120,followed,VBD,11,15,0,0,follow,follow,follow
2121,following,VBG,3,5,0,0,follow,follow,follow
2122,follows,VBZ,1,1,0,0,follow,follow,follow
2123,fondled,VBD,1,1,0,0,fondl,fondl,fondl
2124,fontano,NNP,1,1,0,0,fontano,fontano,fontano
2125,food,NN,2,2,0,0,food,food,food
2126,fool,NN,4,7,0,0,fool,fool,fool
2127,fooled,VBD,1,1,0,0,fool,fool,fool
2128,foolish,JJ,1,1,0,0,foolish,foolish,fool
2129,foolthat,JJ,1,1,0,0,foolthat,foolthat,foolth
2130,foot,NN,8,8,0,0,foot,foot,foot
2131,football,NN,2,2,0,0,footbal,footbal,footbal
2132,footsteps,NNS,2,2,0,0,footstep,footstep,footstep
2133,for,IN,307,307,0,1,for,for,for
2134,force,VB,2,4,0,0,forc,forc,forc
2135,forced,VBN,1,2,0,0,forc,forc,forc
2136,forceof,NNS,1,1,0,0,forceof,forceof,forceof
2137,ford,NNP,1,1,0,0,ford,ford,ford
2138,foreground,NN,1,1,0,0,foreground,foreground,foreground
2139,forehead,NN,2,2,0,0,forehead,forehead,forehead
2140,foreign,JJ,1,1,0,0,foreign,foreign,foreign
2141,forest,NNP,2,2,0,0,forest,forest,forest
2142,forever,RB,10,12,0,0,forev,forev,forev
2143,forget,VB,6,10,0,0,forget,forget,forget
2144,forgetting,VBG,1,1,0,0,forget,forget,forget
2145,forgive,VBP,1,1,0,0,forgiv,forgiv,forg
2146,forgot,VBD,3,4,0,0,forgot,forgot,forgot
2147,forgotten,VBN,4,9,0,0,forgotten,forgotten,forgot
2148,forlorn,JJ,1,1,0,0,forlorn,forlorn,forlorn
2149,form,NN,3,3,0,0,form,form,form
2150,formal,JJ,2,2,0,0,formal,formal,form
2151,formality,NN,2,2,0,0,formal,formal,form
2152,formations,NNS,1,1,0,0,format,format,form
2153,formed,VBN,3,3,0,0,form,form,form
2154,former,JJ,1,1,0,0,former,former,form
2155,formidable,JJ,1,1,0,0,formid,formid,formid
2156,formless,JJ,1,1,0,0,formless,formless,formless
2157,forms,NNS,3,3,0,0,form,form,form
2158,forth,NN,2,3,0,0,forth,forth,for
2159,forties,NNS,1,1,0,0,forti,forti,forty
2160,fortnight,NN,1,1,0,0,fortnight,fortnight,fortnight
2161,forto,NN,1,1,0,0,forto,forto,forto
2162,fortuitously,RB,1,1,0,0,fortuit,fortuit,fortuit
2163,forty,NN,2,3,0,0,forti,forti,forty
2164,fortysecond,NNP,1,1,0,0,fortysecond,fortysecond,fortysecond
2165,fortythird,NNP,1,1,0,0,fortythird,fortythird,fortythird
2166,forward,RB,13,13,0,0,forward,forward,forward
2167,fought,NN,1,1,0,0,fought,fought,fought
2168,foul,VBD,1,2,0,0,foul,foul,foul
2169,found,VBD,26,36,0,0,found,found,found
2170,founded,VBN,2,3,0,0,found,found,found
2171,founder,NN,1,1,0,0,founder,founder,found
2172,four,CD,26,26,0,0,four,four,four
2173,fourth,NNP,1,1,0,0,fourth,fourth,four
2174,foxtroti,NN,1,1,0,0,foxtroti,foxtroti,foxtrot
2175,fractiousness,NN,1,1,0,0,fractious,fractious,fracty
2176,fragilely,RB,1,1,0,0,fragil,fragil,fragil
2177,fragment,NN,2,2,0,0,fragment,fragment,frag
2178,fragments,NNS,1,1,0,0,fragment,fragment,frag
2179,framed,VBN,1,1,0,0,frame,frame,fram
2180,france,NNP,5,5,0,0,franc,franc,frant
2181,francis,NNP,1,1,0,0,franci,franci,frant
2182,francisco,NNP,1,1,0,0,francisco,francisco,francisco
2183,frankly,JJ,1,1,0,0,frankli,frank,frank
2184,frantic,JJ,1,1,0,0,frantic,frantic,frant
2185,frantically,RB,1,1,0,0,frantic,frantic,frant
2186,fraternal,JJ,1,1,0,0,fratern,fratern,fratern
2187,free,JJ,4,4,0,0,free,free,fre
2188,freedom,NN,2,2,0,0,freedom,freedom,freedom
2189,freely,RB,1,1,0,0,freeli,freeli,fre
2190,french,JJ,4,4,0,0,french,french,french
2191,frequent,JJ,1,1,0,0,frequent,frequent,frequ
2192,fresh,JJ,7,7,0,0,fresh,fresh,fresh
2193,fresher,NN,1,1,0,0,fresher,fresher,fresh
2194,freshest,JJS,1,1,0,0,freshest,freshest,freshest
2195,freshly,RB,1,1,0,0,freshli,fresh,fresh
2196,freshness,NN,2,2,0,0,fresh,fresh,fresh
2197,friday,NNP,1,1,0,0,friday,friday,friday
2198,fried,VBN,1,1,0,0,fri,fri,fri
2199,friend,NN,18,18,0,0,friend,friend,friend
2200,friendly,JJ,1,1,0,0,friendli,friend,friend
2201,friends,NNS,7,7,0,0,friend,friend,friend
2202,friendship,NN,1,1,0,0,friendship,friendship,friend
2203,friendsin,VB,1,1,0,0,friendsin,friendsin,friendsin
2204,fright,NN,1,1,0,0,fright,fright,fright
2205,frightened,VBN,2,4,0,0,frighten,frighten,fright
2206,frightening,VBG,2,2,0,0,frighten,frighten,fright
2207,frisco,NNP,1,1,0,0,frisco,frisco,frisco
2208,frogs,NNS,1,1,0,0,frog,frog,frog
2209,from,IN,232,232,0,1,from,from,from
2210,front,NN,17,31,0,0,front,front,front
2211,frontier,NN,1,1,0,0,frontier,frontier,fronty
2212,frosted,JJ,1,1,0,0,frost,frost,frost
2213,frosty,JJ,1,1,0,0,frosti,frosti,frosty
2214,frothy,NN,1,1,0,0,frothi,frothi,frothy
2215,frown,JJ,1,1,0,0,frown,frown,frown
2216,frowned,VBN,2,3,0,0,frown,frown,frown
2217,frowning,NN,2,3,0,0,frown,frown,frown
2218,frozen,JJ,1,1,0,0,frozen,frozen,froz
2219,fruit,NN,1,1,0,0,fruit,fruit,fruit
2220,fruiterer,NN,1,1,0,0,fruiter,fruiter,fruit
2221,fruits,NNS,1,1,0,0,fruit,fruit,fruit
2222,full,JJ,21,21,0,0,full,full,ful
2223,fully,RB,3,3,0,0,fulli,fulli,ful
2224,fumbled,VBD,2,2,0,0,fumbl,fumbl,fumbl
2225,fun,VBN,1,2,0,0,fun,fun,fun
2226,function,NN,1,1,0,0,function,function,funct
2227,fundamental,JJ,1,1,0,0,fundament,fundament,funda
2228,funeral,JJ,6,6,0,0,funer,funer,fun
2229,funniest,JJS,1,1,0,0,funniest,funniest,funniest
2230,funny,JJ,9,10,0,0,funni,funni,funny
2231,fur,JJ,2,2,0,0,fur,fur,fur
2232,furious,JJ,1,1,0,0,furiou,furious,fury
2233,furnish,JJ,1,1,0,0,furnish,furnish,furn
2234,furniture,NN,3,3,0,0,furnitur,furnitur,furnit
2235,further,RBR,2,5,0,1,further,further,furth
2236,fuss,VB,1,1,0,0,fuss,fuss,fuss
2237,future,NN,5,5,0,0,futur,futur,fut
2238,g,NN,2,3,0,0,g,g,g
2239,gad,NNP,2,2,0,0,gad,gad,gad
2240,gaieties,NNS,1,1,0,0,gaieti,gaieti,gai
2241,gaiety,NN,4,4,0,0,gaieti,gaieti,gai
2242,gamble,NN,1,1,0,0,gambl,gambl,gambl
2243,gambler,NN,1,1,0,0,gambler,gambler,gambl
2244,game,NN,4,4,0,0,game,game,gam
2245,games,NNS,1,1,0,0,game,game,gam
2246,gaod,JJ,4,4,0,0,gaod,gaod,gaod
2247,gap,NN,1,1,0,0,gap,gap,gap
2248,garage,NN,25,26,0,0,garag,garag,gar
2249,garagerepairs,NNS,1,1,0,0,garagerepair,garagerepair,garagerepair
2250,garages,NNS,1,1,0,0,garag,garag,gar
2251,garagethen,NN,1,1,0,0,garagethen,garagethen,garageth
2252,garden,NN,22,22,0,0,garden,garden,gard
2253,gardenas,NN,1,1,0,0,gardena,gardena,gardena
2254,gardener,NN,5,5,0,0,garden,garden,gard
2255,gardens,NNS,4,4,0,0,garden,garden,gard
2256,gardensfinally,RB,1,1,0,0,gardensfin,gardensfin,gardensfin
2257,gardenshears,NNS,1,1,0,0,gardenshear,gardenshear,gardenshear
2258,garnished,VBN,2,2,0,0,garnish,garnish,garn
2259,garrulous,JJ,1,1,0,0,garrul,garrul,garr
2260,gas,NN,6,6,0,0,ga,gas,gas
2261,gasoline,NN,2,3,0,0,gasolin,gasolin,gasolin
2262,gasped,VBD,1,1,0,0,gasp,gasp,gasp
2263,gasping,NN,2,2,0,0,gasp,gasp,gasp
2264,gate,NN,6,6,0,0,gate,gate,gat
2265,gatefirst,NN,1,1,0,0,gatefirst,gatefirst,gatefirst
2266,gather,VB,1,1,0,0,gather,gather,gath
2267,gathered,VBD,4,5,0,0,gather,gather,gath
2268,gathering,NN,1,2,0,0,gather,gather,gath
2269,gatsby,NNP,254,256,0,0,gatsbi,gatsbi,gatsby
2270,gatsbyand,NNP,1,1,0,0,gatsbyand,gatsbyand,gatsbyand
2271,gatsbynothing,NNP,1,1,0,0,gatsbynoth,gatsbynoth,gatsbynoth
2272,gatsbyone,NNP,1,1,0,0,gatsbyon,gatsbyon,gatsbyon
2273,gatz,NNP,10,10,0,0,gatz,gatz,gatz
2274,gatzthat,NNP,1,1,0,0,gatzthat,gatzthat,gatzth
2275,gaudily,RB,1,1,0,0,gaudili,gaudili,gaudy
2276,gaudiness,NN,1,1,0,0,gaudi,gaudi,gaudy
2277,gaudy,VBN,1,1,0,0,gaudi,gaudi,gaudy
2278,gauge,NN,1,1,0,0,gaug,gaug,gaug
2279,gave,VBD,26,26,0,0,gave,gave,gav
2280,gay,NN,5,8,0,0,gay,gay,gay
2281,gazed,VBN,1,2,0,0,gaze,gaze,gaz
2282,gears,NNS,1,1,0,0,gear,gear,gear
2283,general,JJ,1,2,0,0,gener,general,gen
2284,generalities,NNS,1,1,0,0,gener,general,gen
2285,generalized,JJ,1,1,0,0,gener,general,gen
2286,generally,RB,2,2,0,0,gener,general,gen
2287,generating,VBG,1,1,0,0,gener,generat,gen
2288,generation,NN,2,2,0,0,gener,generat,gen
2289,generations,NNS,1,1,0,0,gener,generat,gen
2290,generous,JJ,1,1,0,0,gener,generous,gen
2291,genially,RB,2,2,0,0,genial,genial,gen
2292,gentleman,NN,4,4,0,0,gentleman,gentleman,gentlem
2293,gentlemanly,RB,1,1,0,0,gentlemanli,gentleman,gentlem
2294,gentlemen,NNS,1,1,0,0,gentlemen,gentlemen,gentlem
2295,gently,RB,1,1,0,0,gentli,gentl,gent
2296,george,NNP,14,14,0,0,georg,georg,georg
2297,georgia,NNP,1,1,0,0,georgia,georgia,georg
2298,georgian,JJ,1,1,0,0,georgian,georgian,georg
2299,german,JJ,2,2,0,0,german,german,germ
2300,germany,NNP,1,1,0,0,germani,germani,germany
2301,gesture,NN,4,4,0,0,gestur,gestur,gest
2302,gestures,NNS,2,2,0,0,gestur,gestur,gest
2303,get,VB,62,74,0,0,get,get,get
2304,getchildren,NNS,1,1,0,0,getchildren,getchildren,getchildr
2305,gets,VBZ,4,4,0,0,get,get,get
2306,getting,VBG,15,15,0,0,get,get,get
2307,ghastly,RB,2,2,0,0,ghastli,ghast,ghast
2308,ghost,NN,2,2,0,0,ghost,ghost,ghost
2309,ghostly,RB,4,6,0,0,ghostli,ghost,ghost
2310,ghosts,NNS,2,2,0,0,ghost,ghost,ghost
2311,giant,JJ,1,1,0,0,giant,giant,giant
2312,gibberish,NN,1,1,0,0,gibberish,gibberish,gib
2313,gift,NN,1,1,0,0,gift,gift,gift
2314,gigantictheir,NN,1,1,0,0,gigantictheir,gigantictheir,gigantictheir
2315,gilda,JJ,1,1,0,0,gilda,gilda,gild
2316,gin,NN,1,1,0,0,gin,gin,gin
2317,gins,NNS,1,1,0,0,gin,gin,gin
2318,girders,NNS,2,2,0,0,girder,girder,gird
2319,girl,NN,45,48,0,0,girl,girl,girl
2320,girlhood,NN,1,1,0,0,girlhood,girlhood,girl
2321,girls,NNS,20,20,0,0,girl,girl,girl
2322,give,VB,14,18,0,0,give,give,giv
2323,given,VBN,7,7,0,0,given,given,giv
2324,gives,VBZ,4,4,0,0,give,give,giv
2325,giving,VBG,3,3,0,0,give,give,giv
2326,glad,JJ,8,11,0,0,glad,glad,glad
2327,glamour,NN,1,1,0,0,glamour,glamour,glamo
2328,glance,NN,7,7,0,0,glanc,glanc,glant
2329,glanced,VBD,15,15,0,0,glanc,glanc,glant
2330,glances,NNS,1,1,0,0,glanc,glanc,glant
2331,glancing,VBG,3,3,0,0,glanc,glanc,glant
2332,glare,NN,2,2,0,0,glare,glare,glar
2333,glaring,VBG,1,1,0,0,glare,glare,glar
2334,glass,NN,10,10,0,0,glass,glass,glass
2335,glasses,NNS,5,5,0,0,glass,glass,glass
2336,glazed,VBN,1,2,0,0,glaze,glaze,glaz
2337,gleam,NN,2,2,0,0,gleam,gleam,gleam
2338,gleamed,VBN,1,1,0,0,gleam,gleam,gleam
2339,gleaming,VBG,3,4,0,0,gleam,gleam,gleam
2340,glide,NN,1,1,0,0,glide,glide,glid
2341,gliding,VBG,1,1,0,0,glide,glide,glid
2342,glimpse,NN,3,3,0,0,glimps,glimps,glimps
2343,glimpses,NNS,1,1,0,0,glimps,glimps,glimps
2344,glinted,VBN,1,1,0,0,glint,glint,glint
2345,glints,NNS,1,1,0,0,glint,glint,glint
2346,glistening,VBG,4,4,0,0,glisten,glisten,glist
2347,glittered,VBN,1,1,0,0,glitter,glitter,glit
2348,gloom,NN,2,2,0,0,gloom,gloom,gloom
2349,gloomiest,JJS,1,1,0,0,gloomiest,gloomiest,gloomiest
2350,gloomily,RB,2,2,0,0,gloomili,gloomili,gloom
2351,gloria,NNP,1,1,0,0,gloria,gloria,glor
2352,glorious,JJ,1,1,0,0,gloriou,glorious,glory
2353,glory,NN,1,1,0,0,glori,glori,glory
2354,glove,NN,1,1,0,0,glove,glove,glov
2355,gloved,JJ,1,1,0,0,glove,glove,glov
2356,glow,NN,3,3,0,0,glow,glow,glow
2357,glowed,VBD,2,2,0,0,glow,glow,glow
2358,glowing,VBG,3,5,0,0,glow,glow,glow
2359,gnawings,NNS,1,1,0,0,gnaw,gnaw,gnaw
2360,go,VB,45,69,0,0,go,go,go
2361,goats,NNS,1,1,0,0,goat,goat,goat
2362,gobut,VB,1,1,0,0,gobut,gobut,gobut
2363,god,NNP,20,21,0,0,god,god,god
2364,goda,NNP,1,1,0,0,goda,goda,god
2365,goddard,NNP,1,1,0,0,goddard,goddard,goddard
2366,goes,VBZ,6,6,0,0,goe,goe,goe
2367,goin,NN,2,3,0,0,goin,goin,goin
2368,going,VBG,70,70,0,0,go,go,going
2369,gold,NN,5,6,0,0,gold,gold,gold
2370,goldcoloured,JJ,1,1,0,0,goldcolour,goldcolour,goldcolo
2371,golden,JJ,5,5,0,0,golden,golden,gold
2372,goldturning,JJ,1,1,0,0,goldturn,goldturn,goldturn
2373,golf,NN,6,6,0,0,golf,golf,golf
2374,golflinks,NNS,1,1,0,0,golflink,golflink,golflink
2375,gone,VBN,23,23,0,0,gone,gone,gon
2376,gonnegtion,NN,3,3,0,0,gonnegt,gonnegt,gonnegt
2377,good,JJ,30,30,0,0,good,good,good
2378,goodbye,NN,7,9,0,0,goodby,goodby,goodby
2379,gorgeous,JJ,5,5,0,0,gorgeou,gorgeous,gorg
2380,gossip,NN,2,2,0,0,gossip,gossip,gossip
2381,got,VBD,82,85,0,0,got,got,got
2382,gothic,NNP,1,1,0,0,gothic,gothic,goth
2383,gotten,VBN,1,2,0,0,gotten,gotten,got
2384,government,NN,2,2,0,0,govern,govern,govern
2385,gown,NN,2,2,0,0,gown,gown,gown
2386,grabbed,VBD,1,1,0,0,grab,grab,grab
2387,grace,NN,1,1,0,0,grace,grace,grac
2388,graceful,NN,1,2,0,0,grace,grace,grac
2389,gracefully,RB,1,1,0,0,grace,grace,grac
2390,graceless,NN,1,1,0,0,graceless,graceless,graceless
2391,gradually,RB,5,5,0,0,gradual,gradual,grad
2392,graduated,VBD,1,1,0,0,graduat,graduat,gradu
2393,grail,NN,1,1,0,0,grail,grail,grail
2394,grain,NN,1,1,0,0,grain,grain,grain
2395,grand,NNP,1,1,0,0,grand,grand,grand
2396,grandfather,NN,1,1,0,0,grandfath,grandfath,grandfath
2397,granted,VBN,2,2,0,0,grant,grant,grant
2398,grasp,VB,1,1,0,0,grasp,grasp,grasp
2399,grasped,VBN,1,1,0,0,grasp,grasp,grasp
2400,grasping,VBG,1,1,0,0,grasp,grasp,grasp
2401,grass,NN,12,12,0,0,grass,grass,grass
2402,grassthere,NN,1,1,0,0,grassther,grassther,grassth
2403,grateful,NN,1,1,0,0,grate,grate,grat
2404,gratified,JJ,1,1,0,0,gratifi,gratifi,grat
2405,gratitude,NN,2,2,0,0,gratitud,gratitud,gratitud
2406,gratulate,NNP,1,1,0,0,gratul,gratul,grat
2407,grave,NN,3,5,0,0,grave,grave,grav
2408,gravel,NN,4,4,0,0,gravel,gravel,gravel
2409,gravely,RB,3,3,0,0,grave,grave,grav
