term_str,term_id,n,num,stop,stem_porter,stem_snowball,stem_lancaster,pos_max,dpidp,dfidf
earnest,1676,1,0,0,earnest,earnest,earnest,JJ,0.3522138890491458,3.169925001442312
earnestly,1677,3,0,0,earnestli,earnest,earnest,RB,0.5283208335737186,4.754887502163468
earnestness,1678,1,0,0,earnest,earnest,earnest,VB,0.3522138890491458,3.169925001442312
ears,1679,1,0,0,ear,ear,ear,NNS,0.3522138890491458,3.169925001442312
earth,1680,4,0,0,earth,earth,ear,NN,0.5199666673076944,4.6797000057692495
earthquakes,1681,1,0,0,earthquak,earthquak,earthquak,NNS,0.3522138890491458,3.169925001442312
ease,1682,3,0,0,eas,eas,eas,NN,0.5283208335737186,4.754887502163468
easier,1683,2,0,0,easier,easier,easy,JJR,0.48220555587606934,4.339850002884624
east,1684,22,0,0,east,east,east,NNP,0.4711093925305277,4.23998453277475
eastern,1685,2,0,0,eastern,eastern,eastern,JJ,0.48220555587606934,4.339850002884624
eastward,1686,1,0,0,eastward,eastward,eastward,RB,0.3522138890491458,3.169925001442312
easy,1687,2,0,0,easi,easi,easy,JJ,0.48220555587606934,4.339850002884624
easygoing,1688,1,0,0,easygo,easygo,easygo,VBG,0.3522138890491458,3.169925001442312
eat,1689,9,0,0,eat,eat,eat,NN,0.4711093925305277,4.23998453277475
eberhardt,1690,1,0,0,eberhardt,eberhardt,eberhardt,NNP,0.3522138890491458,3.169925001442312
echoed,1691,1,0,0,echo,echo,echo,VBD,0.3522138890491458,3.169925001442312
echoes,1692,1,0,0,echo,echo,echo,NNS,0.3522138890491458,3.169925001442312
echoing,1693,1,0,0,echo,echo,echo,VBG,0.3522138890491458,3.169925001442312
echolalia,1694,1,0,0,echolalia,echolalia,echolal,NN,0.3522138890491458,3.169925001442312
eckhaust,1695,1,0,0,eckhaust,eckhaust,eckhaust,NNP,0.3522138890491458,3.169925001442312
eckleburg,1696,7,0,0,eckleburg,eckleburg,eckleburg,NNP,0.5283208335737186,4.754887502163468
economics,1697,1,0,0,econom,econom,econom,NNP,0.3522138890491458,3.169925001442312
ecstasy,1698,1,0,0,ecstasi,ecstasi,ecstasy,JJ,0.3522138890491458,3.169925001442312
ecstatic,1699,3,0,0,ecstat,ecstat,ecst,JJ,0.48220555587606934,4.339850002884624
ecstatically,1700,1,0,0,ecstat,ecstat,ecst,RB,0.3522138890491458,3.169925001442312
ectoplasm,1701,1,0,0,ectoplasm,ectoplasm,ectoplasm,NN,0.3522138890491458,3.169925001442312
ed,1702,1,0,0,ed,ed,ed,NNP,0.3522138890491458,3.169925001442312
eddies,1703,1,0,0,eddi,eddi,eddy,NNS,0.3522138890491458,3.169925001442312
edgar,1704,2,0,0,edgar,edgar,edg,NNP,0.48220555587606934,4.339850002884624
edge,1705,7,0,0,edg,edg,edg,NN,0.4711093925305277,4.23998453277475
editorials,1706,1,0,0,editori,editori,edit,NNS,0.3522138890491458,3.169925001442312
educated,1707,3,0,0,educ,educ,educ,VBN,0.3522138890491458,3.169925001442312
education,1708,1,0,0,educ,educ,educ,NN,0.3522138890491458,3.169925001442312
effect,1709,3,0,0,effect,effect,effect,NN,0.5283208335737186,4.754887502163468
effectually,1710,1,0,0,effectu,effectu,effect,RB,0.3522138890491458,3.169925001442312
effeminate,1711,1,0,0,effemin,effemin,effemin,NN,0.3522138890491458,3.169925001442312
effort,1712,13,0,0,effort,effort,effort,NN,0.3899750004807708,3.5097750043269373
efforts,1713,1,0,0,effort,effort,effort,NNS,0.3522138890491458,3.169925001442312
egg,1714,33,0,0,egg,egg,eg,NNP,0.0,0.0
eggers,1715,1,0,0,egger,egger,eg,NNS,0.3522138890491458,3.169925001442312
eggs,1716,1,0,0,egg,egg,eg,NNS,0.3522138890491458,3.169925001442312
egotism,1717,1,0,0,egot,egot,egot,NN,0.3522138890491458,3.169925001442312
eight,1718,4,0,0,eight,eight,eight,CD,0.5283208335737186,4.754887502163468
eighteen,1719,2,0,0,eighteen,eighteen,eighteen,JJ,0.48220555587606934,4.339850002884624
eighty,1720,2,0,0,eighti,eighti,eighty,FW,0.3522138890491458,3.169925001442312
either,1721,11,0,0,either,either,eith,DT,0.28199895063255076,2.5379905556929585
eitheruntil,1722,1,0,0,eitheruntil,eitheruntil,eitheruntil,NN,0.3522138890491458,3.169925001442312
ejaculated,1723,1,0,0,ejacul,ejacul,ejac,VBD,0.3522138890491458,3.169925001442312
el,1724,1,0,0,el,el,el,NNP,0.3522138890491458,3.169925001442312
elaborate,1725,5,0,0,elabor,elabor,elab,JJ,0.5199666673076944,4.6797000057692495
elaborateness,1726,1,0,0,elabor,elabor,elab,NN,0.3522138890491458,3.169925001442312
elations,1727,1,0,0,elat,elat,el,NNS,0.3522138890491458,3.169925001442312
elbow,1728,3,0,0,elbow,elbow,elbow,NN,0.5283208335737186,4.754887502163468
elderly,1729,1,0,0,elderli,elder,eld,JJ,0.3522138890491458,3.169925001442312
electric,1730,3,0,0,electr,electr,elect,JJ,0.5283208335737186,4.754887502163468
electricity,1731,1,0,0,electr,electr,elect,NN,0.3522138890491458,3.169925001442312
electrocuted,1732,1,0,0,electrocut,electrocut,electrocut,VBN,0.3522138890491458,3.169925001442312
elegant,1733,2,0,0,eleg,eleg,eleg,JJ,0.48220555587606934,4.339850002884624
elemental,1734,1,0,0,element,element,el,JJ,0.3522138890491458,3.169925001442312
elevated,1735,3,0,0,elev,elev,elev,JJ,0.48220555587606934,4.339850002884624
elevator,1736,5,0,0,elev,elev,elev,NN,0.48220555587606934,4.339850002884624
eleven,1737,2,0,0,eleven,eleven,elev,JJ,0.48220555587606934,4.339850002884624
elicited,1738,2,0,0,elicit,elicit,elicit,VBD,0.48220555587606934,4.339850002884624
ella,1739,3,0,0,ella,ella,ell,NNP,0.3522138890491458,3.169925001442312
elocution,1740,1,0,0,elocut,elocut,elocut,NN,0.3522138890491458,3.169925001442312
elongating,1741,1,0,0,elong,elong,elong,NN,0.3522138890491458,3.169925001442312
else,1742,7,0,0,els,els,els,RB,0.5199666673076944,4.6797000057692495
elsewhere,1743,1,0,0,elsewher,elsewher,elsewh,RB,0.3522138890491458,3.169925001442312
eluded,1744,3,0,0,elud,elud,elud,VBD,0.48220555587606934,4.339850002884624
eludes,1745,1,0,0,elud,elud,elud,VBZ,0.3522138890491458,3.169925001442312
eluding,1746,1,0,0,elud,elud,elud,VBG,0.3522138890491458,3.169925001442312
elusive,1747,1,0,0,elus,elus,elud,JJ,0.3522138890491458,3.169925001442312
em,1748,4,0,0,em,em,em,NN,0.48220555587606934,4.339850002884624
embarrassed,1749,4,0,0,embarrass,embarrass,embarrass,VBN,0.3522138890491458,3.169925001442312
embarrassment,1750,5,0,0,embarrass,embarrass,embarrass,NN,0.5283208335737186,4.754887502163468
embrace,1751,1,0,0,embrac,embrac,embrac,NN,0.3522138890491458,3.169925001442312
embroidered,1752,1,0,0,embroid,embroid,embroid,JJ,0.3522138890491458,3.169925001442312
emerged,1753,5,0,0,emerg,emerg,emerg,VBD,0.5199666673076944,4.6797000057692495
emergency,1754,1,0,0,emerg,emerg,emerg,NN,0.3522138890491458,3.169925001442312
emotion,1755,5,0,0,emot,emot,emot,NN,0.5199666673076944,4.6797000057692495
emotions,1756,3,0,0,emot,emot,emot,NNS,0.5283208335737186,4.754887502163468
empires,1757,1,0,0,empir,empir,empir,NNS,0.3522138890491458,3.169925001442312
employed,1758,1,0,0,employ,employ,employ,VBN,0.3522138890491458,3.169925001442312
employer,1759,1,0,0,employ,employ,employ,NN,0.3522138890491458,3.169925001442312
emptiness,1760,1,0,0,empti,empti,empty,NN,0.3522138890491458,3.169925001442312
empty,1761,4,0,0,empti,empti,empty,JJ,0.5199666673076944,4.6797000057692495
enchanted,1762,5,0,0,enchant,enchant,ench,JJ,0.4711093925305277,4.23998453277475
enchanting,1763,1,0,0,enchant,enchant,ench,VBG,0.3522138890491458,3.169925001442312
encounter,1764,1,0,0,encount,encount,encount,NN,0.3522138890491458,3.169925001442312
end,1765,20,0,0,end,end,end,NN,0.3899750004807708,3.5097750043269373
endbut,1766,1,0,0,endbut,endbut,endbut,VB,0.3522138890491458,3.169925001442312
ended,1767,4,0,0,end,end,end,VBD,0.5283208335737186,4.754887502163468
endive,1768,1,0,0,endiv,endiv,end,NNP,0.3522138890491458,3.169925001442312
endless,1769,1,0,0,endless,endless,endless,NN,0.3522138890491458,3.169925001442312
endlessly,1770,1,0,0,endlessli,endless,endless,RB,0.3522138890491458,3.169925001442312
endowing,1771,1,0,0,endow,endow,endow,VBG,0.3522138890491458,3.169925001442312
ends,1772,2,0,0,end,end,end,NNS,0.48220555587606934,4.339850002884624
endure,1773,2,0,0,endur,endur,end,VB,0.48220555587606934,4.339850002884624
endured,1774,1,0,0,endur,endur,end,VBD,0.3522138890491458,3.169925001442312
engaged,1775,7,0,0,engag,engag,eng,VBN,0.5199666673076944,4.6797000057692495
engaging,1776,1,0,0,engag,engag,eng,VBG,0.3522138890491458,3.169925001442312
england,1777,4,0,0,england,england,england,NNP,0.5283208335737186,4.754887502163468
english,1778,1,0,0,english,english,engl,NNP,0.3522138890491458,3.169925001442312
englishmen,1779,1,0,0,englishmen,englishmen,englishm,NNP,0.3522138890491458,3.169925001442312
engrossed,1780,2,0,0,engross,engross,engross,VBN,0.48220555587606934,4.339850002884624
enjoined,1781,1,0,0,enjoin,enjoin,enjoin,VBD,0.3522138890491458,3.169925001442312
enjoy,1782,1,0,0,enjoy,enjoy,enjoy,VB,0.3522138890491458,3.169925001442312
enjoyed,1783,5,0,0,enjoy,enjoy,enjoy,VBN,0.5199666673076944,4.6797000057692495
enjoying,1784,1,0,0,enjoy,enjoy,enjoy,VBG,0.3522138890491458,3.169925001442312
enlargement,1785,1,0,0,enlarg,enlarg,enlarg,NN,0.3522138890491458,3.169925001442312
enormous,1786,11,0,0,enorm,enorm,enorm,JJ,0.3899750004807708,3.5097750043269373
enormously,1787,1,0,0,enorm,enorm,enorm,RB,0.3522138890491458,3.169925001442312
enough,1788,15,0,0,enough,enough,enough,RB,0.4711093925305277,4.23998453277475
entangled,1789,1,0,0,entangl,entangl,entangl,VBN,0.3522138890491458,3.169925001442312
enter,1790,3,0,0,enter,enter,ent,VB,0.5283208335737186,4.754887502163468
entered,1791,4,0,0,enter,enter,ent,VBD,0.5283208335737186,4.754887502163468
entering,1792,1,0,0,enter,enter,ent,VBG,0.3522138890491458,3.169925001442312
entertain,1793,1,0,0,entertain,entertain,entertain,VB,0.3522138890491458,3.169925001442312
entertained,1794,1,0,0,entertain,entertain,entertain,VBN,0.3522138890491458,3.169925001442312
entertainment,1795,1,0,0,entertain,entertain,entertain,NN,0.3522138890491458,3.169925001442312
enthusiasm,1796,3,0,0,enthusiasm,enthusiasm,enthusiasm,NN,0.5283208335737186,4.754887502163468
enthusiastic,1797,1,0,0,enthusiast,enthusiast,enthusiast,JJ,0.3522138890491458,3.169925001442312
enthusiastically,1798,3,0,0,enthusiast,enthusiast,enthusiast,RB,0.5283208335737186,4.754887502163468
entirely,1799,4,0,0,entir,entir,entir,RB,0.5283208335737186,4.754887502163468
entrance,1800,1,0,0,entranc,entranc,ent,NN,0.3522138890491458,3.169925001442312
entry,1801,1,0,0,entri,entri,entry,NN,0.3522138890491458,3.169925001442312
epigramlife,1802,1,0,0,epigramlif,epigramlif,epigraml,NN,0.3522138890491458,3.169925001442312
erased,1803,1,0,0,eras,eras,eras,VBD,0.3522138890491458,3.169925001442312
erect,1804,1,0,0,erect,erect,erect,JJ,0.3522138890491458,3.169925001442312
ernest,1805,1,0,0,ernest,ernest,ernest,NNP,0.3522138890491458,3.169925001442312
erroneous,1806,1,0,0,erron,erron,erron,JJ,0.3522138890491458,3.169925001442312
escort,1807,1,0,0,escort,escort,escort,NN,0.3522138890491458,3.169925001442312
especially,1808,1,0,0,especi,especi,espec,RB,0.3522138890491458,3.169925001442312
established,1809,2,0,0,establish,establish,est,VBD,0.48220555587606934,4.339850002884624
establishment,1810,1,0,0,establish,establish,est,NN,0.3522138890491458,3.169925001442312
estate,1811,1,0,0,estat,estat,est,NN,0.3522138890491458,3.169925001442312
et,1812,1,0,0,et,et,et,VBP,0.3522138890491458,3.169925001442312
etc,1813,2,0,0,etc,etc,etc,FW,0.3522138890491458,3.169925001442312
eternal,1814,4,0,0,etern,etern,etern,JJ,0.48220555587606934,4.339850002884624
ether,1815,1,0,0,ether,ether,eth,NN,0.3522138890491458,3.169925001442312
etty,1816,1,0,0,etti,etti,etty,NNP,0.3522138890491458,3.169925001442312
euphemisms,1817,1,0,0,euphem,euphem,euphem,NNS,0.3522138890491458,3.169925001442312
europe,1818,3,0,0,europ,europ,europ,NNP,0.48220555587606934,4.339850002884624
europeparis,1819,1,0,0,europepari,europepari,europep,NNP,0.3522138890491458,3.169925001442312
evasions,1820,1,0,0,evas,evas,evas,NNS,0.3522138890491458,3.169925001442312
even,1821,43,0,0,even,even,ev,RB,0.0,0.0
evening,1822,18,0,0,even,even,ev,NN,0.3899750004807708,3.5097750043269373
eveningdress,1823,2,0,0,eveningdress,eveningdress,eveningdress,JJ,0.48220555587606934,4.339850002884624
event,1824,1,0,0,event,event,ev,NN,0.3522138890491458,3.169925001442312
events,1825,2,0,0,event,event,ev,NNS,0.3522138890491458,3.169925001442312
eventually,1826,1,0,0,eventu,eventu,ev,RB,0.3522138890491458,3.169925001442312
ever,1827,28,0,0,ever,ever,ev,RB,0.1510444457264999,1.359400011538499
every,1828,27,0,0,everi,everi,every,DT,0.0,0.0
everybody,1829,10,0,0,everybodi,everybodi,everybody,NN,0.4711093925305277,4.23998453277475
everyone,1830,10,0,0,everyon,everyon,everyon,NN,0.3899750004807708,3.5097750043269373
everything,1831,25,0,0,everyth,everyth,everyth,NN,0.1510444457264999,1.359400011538499
everywhere,1832,2,0,0,everywher,everywher,everywh,RB,0.48220555587606934,4.339850002884624
evidently,1833,8,0,0,evid,evid,evid,RB,0.3899750004807708,3.5097750043269373
evoked,1834,1,0,0,evok,evok,evok,VBD,0.3522138890491458,3.169925001442312
ewing,1835,2,0,0,ewe,ewe,ew,NN,0.3522138890491458,3.169925001442312
exact,1836,1,0,0,exact,exact,exact,VB,0.3522138890491458,3.169925001442312
exactly,1837,3,0,0,exactli,exact,exact,RB,0.5283208335737186,4.754887502163468
exalted,1838,1,0,0,exalt,exalt,exalt,VBN,0.3522138890491458,3.169925001442312
examined,1839,2,0,0,examin,examin,examin,VBD,0.48220555587606934,4.339850002884624
examining,1840,2,0,0,examin,examin,examin,VBG,0.3522138890491458,3.169925001442312
exasperated,1841,1,0,0,exasper,exasper,exasp,JJ,0.3522138890491458,3.169925001442312
excellence,1842,2,0,0,excel,excel,excel,NN,0.48220555587606934,4.339850002884624
except,1843,15,0,0,except,except,exceiv,IN,0.28199895063255076,2.5379905556929585
excepting,1844,1,0,0,except,except,exceiv,VBG,0.3522138890491458,3.169925001442312
exchanged,1845,2,0,0,exchang,exchang,exchang,VBD,0.48220555587606934,4.339850002884624
exchanging,1846,1,0,0,exchang,exchang,exchang,VBG,0.3522138890491458,3.169925001442312
excite,1847,1,0,0,excit,excit,excit,VBP,0.3522138890491458,3.169925001442312
excited,1848,7,0,0,excit,excit,excit,VBD,0.3899750004807708,3.5097750043269373
excitedly,1849,5,0,0,excitedli,excit,excit,RB,0.5199666673076944,4.6797000057692495
excitement,1850,7,0,0,excit,excit,excit,NN,0.28199895063255076,2.5379905556929585
exciting,1851,3,0,0,excit,excit,excit,VBG,0.48220555587606934,4.339850002884624
excitingly,1852,1,0,0,excitingli,excit,excit,RB,0.3522138890491458,3.169925001442312
exclaimed,1853,9,0,0,exclaim,exclaim,exclaim,VBD,0.3899750004807708,3.5097750043269373
exclamation,1854,1,0,0,exclam,exclam,exclam,NN,0.3522138890491458,3.169925001442312
excursions,1855,1,0,0,excurs,excurs,excurs,NNS,0.3522138890491458,3.169925001442312
excuse,1856,5,0,0,excus,excus,excus,NN,0.4711093925305277,4.23998453277475
excused,1857,2,0,0,excus,excus,excus,VBD,0.48220555587606934,4.339850002884624
exempt,1858,1,0,0,exempt,exempt,exempt,NN,0.3522138890491458,3.169925001442312
exercise,1859,2,0,0,exercis,exercis,exerc,NN,0.48220555587606934,4.339850002884624
exercises,1860,1,0,0,exercis,exercis,exerc,NNS,0.3522138890491458,3.169925001442312
exhibition,1861,1,0,0,exhibit,exhibit,exhibit,NN,0.3522138890491458,3.169925001442312
exhilarating,1862,1,0,0,exhilar,exhilar,exhil,VBG,0.3522138890491458,3.169925001442312
existence,1863,1,0,0,exist,exist,ex,NN,0.3522138890491458,3.169925001442312
expanded,1864,1,0,0,expand,expand,expand,VBD,0.3522138890491458,3.169925001442312
expanse,1865,1,0,0,expans,expans,expans,NN,0.3522138890491458,3.169925001442312
expect,1866,2,0,0,expect,expect,expect,VB,0.48220555587606934,4.339850002884624
expectantly,1867,2,0,0,expectantli,expect,expect,RB,0.3522138890491458,3.169925001442312
expected,1868,5,0,0,expect,expect,expect,VBD,0.4711093925305277,4.23998453277475
expects,1869,1,0,0,expect,expect,expect,VBZ,0.3522138890491458,3.169925001442312
expended,1870,1,0,0,expend,expend,expend,VBN,0.3522138890491458,3.169925001442312
expensive,1871,1,0,0,expens,expens,expend,JJ,0.3522138890491458,3.169925001442312
experience,1872,1,0,0,experi,experi,expery,NN,0.3522138890491458,3.169925001442312
experienced,1873,1,0,0,experienc,experienc,expery,VBN,0.3522138890491458,3.169925001442312
explain,1874,1,0,0,explain,explain,explain,VB,0.3522138890491458,3.169925001442312
explained,1875,14,0,0,explain,explain,explain,VBD,0.3899750004807708,3.5097750043269373
explanations,1876,2,0,0,explan,explan,expl,NNS,0.3522138890491458,3.169925001442312
explicable,1877,1,0,0,explic,explic,expl,JJ,0.3522138890491458,3.169925001442312
exploded,1878,2,0,0,explod,explod,explod,VBD,0.3522138890491458,3.169925001442312
exploding,1879,1,0,0,explod,explod,explod,VBG,0.3522138890491458,3.169925001442312
expostulation,1880,1,0,0,expostul,expostul,expost,NN,0.3522138890491458,3.169925001442312
express,1881,2,0,0,express,express,express,VB,0.3522138890491458,3.169925001442312
expression,1882,15,0,0,express,express,express,NN,0.28199895063255076,2.5379905556929585
expressionthen,1883,1,0,0,expressionthen,expressionthen,expressionth,NN,0.3522138890491458,3.169925001442312
expressive,1884,1,0,0,express,express,express,JJ,0.3522138890491458,3.169925001442312
extemporizing,1885,1,0,0,extempor,extempor,extemp,NN,0.3522138890491458,3.169925001442312
extended,1886,1,0,0,extend,extend,extend,VBN,0.3522138890491458,3.169925001442312
extends,1887,1,0,0,extend,extend,extend,VBZ,0.3522138890491458,3.169925001442312
extinction,1888,1,0,0,extinct,extinct,extinct,NN,0.3522138890491458,3.169925001442312
extinguished,1889,2,0,0,extinguish,extinguish,extinct,VBN,0.48220555587606934,4.339850002884624
extra,1890,2,0,0,extra,extra,extr,JJ,0.48220555587606934,4.339850002884624
extract,1891,1,0,0,extract,extract,extract,VB,0.3522138890491458,3.169925001442312
extraordinarily,1892,1,0,0,extraordinarili,extraordinarili,extraordin,RB,0.3522138890491458,3.169925001442312
extraordinary,1893,4,0,0,extraordinari,extraordinari,extraordin,JJ,0.5283208335737186,4.754887502163468
extravagantly,1894,1,0,0,extravagantli,extravag,extrav,RB,0.3522138890491458,3.169925001442312
extravaganza,1895,1,0,0,extravaganza,extravaganza,extravaganz,NN,0.3522138890491458,3.169925001442312
extreme,1896,1,0,0,extrem,extrem,extrem,JJ,0.3522138890491458,3.169925001442312
exultation,1897,1,0,0,exult,exult,exult,NN,0.3522138890491458,3.169925001442312
exulting,1898,1,0,0,exult,exult,exult,VBG,0.3522138890491458,3.169925001442312
eye,1899,3,0,0,eye,eye,ey,NN,0.5283208335737186,4.754887502163468
eyeballs,1900,1,0,0,eyebal,eyebal,eyebal,NNS,0.3522138890491458,3.169925001442312
eyebrow,1901,1,0,0,eyebrow,eyebrow,eyebrow,NN,0.3522138890491458,3.169925001442312
eyebrows,1902,3,0,0,eyebrow,eyebrow,eyebrow,NNS,0.48220555587606934,4.339850002884624
eyed,1903,1,0,0,eye,eye,ey,VBD,0.3522138890491458,3.169925001442312
eyelashes,1904,1,0,0,eyelash,eyelash,eyelash,NNS,0.3522138890491458,3.169925001442312
eyes,1905,87,0,0,eye,eye,ey,NNS,0.0,0.0
eyesa,1906,1,0,0,eyesa,eyesa,eyes,JJ,0.3522138890491458,3.169925001442312
eyesore,1907,2,0,0,eyesor,eyesor,eyes,NN,0.3522138890491458,3.169925001442312
f,1908,1,0,0,f,f,f,NNP,0.3522138890491458,3.169925001442312
fabric,1909,1,0,0,fabric,fabric,fabr,NN,0.3522138890491458,3.169925001442312
face,1910,52,0,0,face,face,fac,NN,0.0,0.0
faced,1911,2,0,0,face,face,fac,VBD,0.3522138890491458,3.169925001442312
facedor,1912,1,0,0,facedor,facedor,fac,VBZ,0.3522138890491458,3.169925001442312
faces,1913,12,0,0,face,face,fac,VBZ,0.3899750004807708,3.5097750043269373
facet,1914,1,0,0,facet,facet,facet,NN,0.3522138890491458,3.169925001442312
facethe,1915,2,0,0,faceth,faceth,faceth,JJ,0.48220555587606934,4.339850002884624
facetoo,1916,1,0,0,facetoo,facetoo,facetoo,NN,0.3522138890491458,3.169925001442312
facilitieshe,1917,1,0,0,facilitiesh,facilitiesh,facilitiesh,NN,0.3522138890491458,3.169925001442312
facing,1918,1,0,0,face,face,fac,VBG,0.3522138890491458,3.169925001442312
fact,1919,18,0,0,fact,fact,fact,NN,0.3899750004807708,3.5097750043269373
